price_bought,selling_price,delivery_time,buyers_offer,final_price,final_delivery_time
109.64,125.93,10.43,94.02,86.71,12.01
91.13,136.19,13.31,105.82,103.01,14.02
197.6,279.06,5.2,164.68,162.15,5.8
111.4,139.93,7.28,125.78,115.71,5.52
184.11,245.14,11.55,158.48,151.36,12.82
84.49,123.74,9.32,68.88,66.56,9.58
81.97,108.33,3.33,89.16,77.8,4.72
54.67,63.95,9.53,49.86,37.67,11.43
147.75,184.91,4.24,160.43,149.27,6.07
105.28,151.31,8.12,107.6,103.77,9.55
179.65,243.91,8.35,151.54,140.89,6.39
120.98,164.57,12.51,141.89,140.74,14.06
195.23,282.44,7.55,191.51,186.23,5.85
77.83,113.44,5.35,85.13,78.54,6.76
180.29,264.66,4.77,180.37,167.67,3.89
166.49,189.46,12.49,173.44,166.97,12.93
165.64,218.25,4.05,152.57,151.41,2.2
176.72,246.73,7.11,155.54,149.6,8.2
164.15,230.27,4.25,166.95,158.96,2.69
143.93,193.26,11.28,140.49,126.21,10.92
69.69,81.3,7.69,66.62,52.45,8.96
54.88,77.87,6.21,58.67,55.13,7.0
188.13,261.13,6.33,202.46,198.87,4.36
142.5,161.66,12.23,116.62,113.33,11.84
169.48,217.87,8.65,158.55,146.5,6.81
122.23,142.96,10.61,117.91,116.83,11.31
67.6,83.48,12.76,56.7,53.92,14.64
68.78,76.15,12.82,61.51,52.98,13.44
152.83,192.59,5.94,125.42,120.96,4.84
114.55,151.19,13.43,137.28,134.99,12.85
80.08,107.93,2.3,87.66,81.62,4.21
123.74,168.95,6.52,103.32,98.48,5.42
59.63,85.54,12.75,48.19,40.03,13.0
137.3,162.86,5.3,149.34,134.63,4.9
90.35,103.74,5.28,88.15,85.41,6.35
169.63,244.38,5.63,189.09,182.88,7.1
96.55,112.26,9.35,112.91,98.86,8.71
118.28,176.23,7.26,122.98,109.71,7.9
51.74,74.36,10.72,45.27,38.75,10.92
60.87,79.15,12.74,67.74,56.95,11.85
108.87,162.5,10.09,128.72,126.49,9.18
121.99,138.94,4.45,125.91,114.93,4.61
140.0,170.98,13.19,150.2,135.58,11.81
93.75,127.06,5.17,87.65,79.13,6.42
154.25,191.27,3.8,146.94,138.96,2.07
179.02,263.4,3.08,195.82,192.2,1.46
166.98,188.06,8.76,195.55,185.68,8.13
55.94,73.83,3.37,58.83,49.56,1.84
122.08,163.14,3.67,136.23,126.1,3.57
65.74,89.48,5.6,57.1,55.74,5.2
86.31,103.76,5.38,76.36,67.68,6.27
198.0,246.67,9.25,200.54,191.21,11.06
71.37,102.6,11.8,62.14,58.23,12.82
124.83,147.05,11.14,131.57,127.66,9.85
142.72,204.2,5.15,130.83,125.96,6.89
155.37,205.87,4.94,173.49,162.52,4.51
133.95,188.18,13.59,150.46,140.97,13.49
51.47,71.3,2.1,50.72,37.88,1.79
98.97,117.08,12.56,86.33,81.19,11.68
127.66,169.47,4.4,135.15,121.38,5.98
63.18,91.43,13.37,75.63,64.22,12.7
102.59,130.59,6.11,107.62,101.09,6.42
54.98,81.74,7.28,44.77,42.44,6.24
61.79,79.14,10.49,49.86,45.26,11.67
109.54,126.75,9.05,101.67,87.27,10.15
69.91,87.79,5.82,61.4,56.06,5.0
135.13,200.09,8.65,152.05,146.43,9.37
153.42,188.38,10.77,174.58,170.93,11.58
170.09,246.16,2.51,153.67,141.37,2.76
80.02,116.23,2.13,74.44,69.58,2.54
75.12,93.16,7.5,67.2,61.57,7.79
65.69,74.44,3.58,76.42,69.61,1.91
145.46,202.17,9.97,145.62,138.55,10.65
155.97,191.0,4.57,165.71,158.95,4.45
54.74,77.35,7.19,52.89,44.83,6.95
190.43,243.19,4.37,200.41,188.01,5.81
57.8,74.79,8.58,55.16,42.69,6.67
131.19,185.14,3.39,122.78,110.6,2.4
156.36,195.91,2.28,164.77,162.35,0.76
180.65,230.73,2.61,187.23,175.03,0.75
157.11,196.47,13.45,144.14,141.45,12.55
170.26,212.3,3.71,146.38,143.63,5.66
100.92,132.24,10.5,95.61,81.34,9.58
172.22,245.16,2.82,166.38,153.91,3.47
62.02,77.19,3.3,65.21,56.48,1.77
184.22,241.28,8.11,214.77,201.52,8.51
132.14,180.8,7.58,107.62,92.77,9.52
172.59,208.46,13.42,154.9,145.35,12.59
117.85,142.71,13.34,103.41,93.83,14.73
146.54,215.9,11.36,146.67,135.11,13.35
128.96,179.18,9.23,125.33,121.08,9.58
159.74,212.59,7.46,174.37,171.03,6.7
62.24,84.6,6.27,55.83,44.2,6.97
59.05,65.65,13.37,61.28,55.46,14.74
87.07,117.3,9.23,100.43,97.54,7.92
73.93,96.39,8.95,86.08,80.67,8.76
180.77,238.31,4.78,213.94,207.92,4.06
82.88,103.09,2.56,91.94,77.43,1.69
196.38,222.42,13.34,228.27,217.5,14.79
100.53,118.36,5.76,89.86,81.43,5.45
77.32,114.45,7.31,67.96,53.4,6.67
168.45,212.84,3.38,135.2,121.56,3.79
148.81,191.46,12.04,161.12,152.95,10.92
124.73,139.83,2.33,146.56,132.88,1.25
133.3,148.64,12.01,116.61,109.95,12.09
157.88,218.96,3.68,166.53,162.3,3.32
84.27,110.83,12.64,92.58,88.32,11.82
199.45,259.98,10.76,233.57,223.29,8.97
196.22,234.92,3.98,207.75,199.73,4.06
147.55,206.26,8.79,175.31,165.08,10.06
79.93,93.3,5.75,74.97,64.36,7.16
152.03,178.79,4.14,142.91,141.6,3.08
60.83,78.12,12.31,61.88,60.12,12.71
54.6,66.31,6.84,52.05,43.6,8.27
88.65,106.29,6.78,70.97,67.3,6.42
119.39,162.15,4.04,130.46,120.61,5.77
180.24,245.2,6.6,198.39,189.66,8.21
159.08,227.45,12.46,174.79,165.59,11.29
161.41,204.51,6.36,151.4,146.17,5.39
113.82,128.53,13.42,114.84,104.88,12.14
101.89,123.23,13.36,96.18,83.57,12.14
105.66,157.64,3.74,85.2,70.23,5.37
198.15,265.22,4.13,203.1,190.36,5.85
56.02,77.52,12.35,47.59,38.78,10.56
180.05,198.59,6.71,149.81,146.1,7.09
136.8,178.84,2.05,150.78,140.24,2.31
115.79,129.11,5.29,93.07,78.95,4.85
158.79,210.82,9.17,187.94,183.98,9.7
123.0,180.6,11.59,123.75,119.17,13.38
181.01,269.23,3.6,215.99,212.9,2.28
185.11,243.64,3.33,152.38,141.06,1.81
113.26,145.34,13.07,117.04,110.35,11.2
91.52,135.27,11.01,86.01,84.13,10.47
138.85,190.15,9.08,157.93,144.68,8.43
186.85,210.39,11.23,176.48,167.67,10.95
81.6,104.96,7.15,73.78,68.15,7.16
143.44,171.57,11.1,163.96,158.14,12.13
144.73,186.41,6.46,137.48,132.41,6.03
159.97,205.11,4.93,129.05,121.67,4.25
69.74,92.95,10.75,66.67,60.96,12.06
157.37,195.57,7.04,167.1,158.43,8.44
186.35,217.24,13.78,168.04,156.22,12.71
76.95,100.15,6.19,74.86,64.42,5.45
85.63,122.63,13.06,70.45,65.33,14.36
195.71,267.26,13.2,202.61,194.2,11.51
77.15,95.3,4.9,85.06,72.29,4.21
178.16,262.64,11.58,171.98,170.03,11.37
123.84,181.41,7.2,119.89,117.79,5.95
87.08,103.09,13.01,72.74,63.96,11.73
180.61,201.52,7.4,159.08,149.13,7.1
116.8,163.11,10.93,100.66,96.7,11.95
127.22,182.06,7.6,126.29,114.86,8.96
103.89,154.49,4.73,105.1,95.05,6.65
138.94,202.29,4.39,163.89,149.97,2.69
74.53,99.88,7.11,61.81,58.44,5.97
108.66,142.57,11.07,113.0,101.48,12.09
195.41,217.13,9.26,197.48,195.31,9.42
88.72,106.35,10.26,89.3,80.38,9.57
148.51,190.66,5.39,170.68,161.95,4.21
98.78,133.49,7.78,87.14,80.71,6.9
166.02,219.63,2.53,135.52,122.7,2.25
69.63,97.28,11.81,74.43,73.37,10.52
195.47,236.9,13.88,183.37,175.08,15.74
118.07,156.56,6.88,95.29,91.25,5.31
85.41,96.96,2.13,76.91,65.5,4.07
61.02,77.22,4.04,56.37,54.77,5.41
75.46,105.65,9.83,78.99,66.35,9.52
127.97,176.26,9.34,111.21,98.47,10.3
100.55,150.45,11.45,97.05,84.39,12.14
174.33,211.14,5.05,173.11,169.97,3.9
114.63,148.94,11.16,112.76,102.94,10.52
87.31,107.55,10.26,103.86,102.66,10.31
142.57,181.96,5.87,116.65,103.78,6.43
156.02,225.1,8.55,184.16,173.04,8.72
75.06,103.1,3.77,77.52,69.08,3.66
75.14,109.18,7.43,84.03,72.8,7.2
55.5,65.57,12.57,53.96,51.63,12.57
160.46,232.56,7.05,157.5,149.1,6.79
149.57,168.1,12.07,172.27,167.19,12.24
121.19,176.39,9.08,140.39,125.77,10.63
176.63,217.54,4.3,158.16,145.16,4.83
170.85,209.43,8.97,150.3,139.03,9.86
137.8,179.81,8.07,137.6,123.52,8.46
180.24,266.09,6.78,209.1,203.24,7.36
80.88,90.51,3.44,75.13,61.52,3.75
66.79,82.88,7.0,70.85,65.3,5.11
90.46,130.5,2.87,97.99,86.74,4.87
58.56,73.7,3.19,65.09,53.78,1.32
129.68,152.97,6.99,132.99,131.73,6.57
190.49,241.91,5.66,183.06,177.0,4.09
55.9,70.11,13.11,66.34,65.07,11.49
68.32,100.16,6.51,71.36,56.4,7.68
117.83,165.52,11.09,128.6,125.89,10.8
190.08,247.49,8.36,178.29,169.7,9.57
97.42,145.68,10.45,104.05,91.98,9.54
126.09,162.16,5.12,113.87,110.05,4.15
56.24,63.17,13.3,50.5,42.71,12.31
72.25,87.06,8.36,78.46,68.95,8.83
197.99,252.33,11.98,199.69,196.45,13.24
194.77,226.47,6.38,209.05,197.15,6.19
50.74,75.05,3.2,46.06,40.87,2.72
192.77,271.18,10.08,200.38,196.43,11.98
145.87,176.11,2.09,142.6,133.78,0.56
180.19,240.79,7.7,187.18,180.43,7.65
118.21,164.15,4.31,108.32,94.44,3.95
127.34,188.02,9.53,138.31,124.99,7.92
123.33,179.15,13.75,138.42,130.65,12.83
150.03,195.95,7.57,135.62,129.59,5.69
70.95,100.03,11.81,65.29,59.73,13.32
54.5,72.2,8.09,58.01,53.26,8.52
96.19,127.07,7.95,103.71,95.09,9.21
155.7,178.42,13.17,168.41,156.14,13.25
80.28,92.36,12.68,86.14,80.79,13.08
151.01,198.1,11.43,144.54,140.88,12.23
195.49,236.06,5.56,187.26,179.61,7.19
64.09,71.03,8.54,57.8,55.83,6.91
150.89,209.61,4.69,130.18,119.36,4.01
116.56,129.73,7.33,125.54,117.28,8.16
180.22,241.16,7.81,150.89,142.95,9.64
76.57,100.74,11.98,89.98,84.78,13.9
153.89,228.92,12.75,174.0,160.34,13.3
175.72,227.32,6.98,200.85,198.58,5.75
191.69,215.74,2.21,222.87,209.7,0.69
152.49,201.39,12.34,146.91,140.64,14.13
124.58,178.95,4.09,141.85,128.52,3.83
142.68,213.84,9.46,123.16,111.96,8.24
180.34,229.41,2.3,145.83,143.37,4.04
135.59,166.52,6.79,151.04,138.4,5.21
54.56,79.8,13.83,45.28,34.73,14.75
189.64,223.11,3.21,226.7,225.25,3.71
153.43,206.54,7.08,164.16,161.28,5.44
151.48,191.21,5.69,166.83,156.93,5.04
82.35,91.94,12.86,73.98,63.7,11.46
148.83,184.39,12.43,159.18,147.73,12.85
109.08,131.56,4.85,89.15,78.07,4.76
147.68,202.98,2.97,167.64,157.41,0.99
65.99,97.63,9.53,57.27,45.54,11.43
148.68,179.49,6.04,160.41,151.36,5.43
199.91,284.79,10.07,177.88,173.23,9.1
57.23,64.22,2.39,47.35,33.58,1.28
196.58,258.55,3.6,195.12,193.87,2.24
111.04,125.27,10.24,96.35,90.22,12.23
180.61,266.15,4.55,197.19,185.99,3.73
167.36,235.4,12.29,149.79,142.81,11.91
135.05,184.1,2.7,126.54,125.19,4.19
160.77,229.83,4.59,165.1,163.18,5.15
181.78,247.04,13.98,166.14,156.06,13.46
110.62,164.56,7.2,105.22,90.71,8.79
99.05,137.25,10.44,111.56,102.83,11.43
150.14,220.68,4.19,130.87,122.78,3.1
171.18,223.7,9.32,142.57,137.11,9.89
164.34,188.47,10.71,153.06,148.47,12.4
169.67,222.49,5.77,164.54,163.25,5.76
115.34,132.72,11.95,117.31,112.48,12.88
172.68,230.87,9.24,163.86,156.58,11.13
68.03,87.96,6.67,75.92,72.15,7.43
131.67,177.63,8.69,107.41,105.19,7.1
50.86,56.15,8.92,49.48,38.43,7.9
98.69,116.25,3.99,94.04,80.52,4.37
104.97,136.1,6.83,111.17,97.05,5.94
109.43,161.97,6.12,129.83,120.18,7.95
154.32,193.43,6.81,154.96,153.22,6.43
108.28,137.49,11.13,129.37,118.0,10.96
117.3,162.57,7.79,108.03,105.48,8.6
85.63,114.88,13.28,69.56,59.19,13.38
105.99,129.26,5.52,91.81,79.9,5.05
84.09,106.32,6.99,80.56,69.4,5.29
60.98,72.39,11.44,56.5,42.17,11.83
140.52,208.87,8.55,117.87,106.53,10.02
150.23,173.11,8.56,146.19,135.48,9.31
142.92,178.47,2.64,133.67,129.0,2.17
119.52,132.71,6.78,101.48,87.53,5.29
106.97,127.15,5.25,98.24,94.73,6.51
179.5,253.49,13.99,207.25,193.58,15.76
127.86,150.94,5.7,117.74,112.36,5.25
121.88,137.97,12.61,132.31,129.49,13.53
53.85,69.45,10.11,56.26,43.69,9.76
101.19,111.71,6.09,98.24,97.2,6.1
107.03,121.36,8.52,95.86,83.21,9.87
109.82,156.28,12.09,104.07,99.4,10.42
137.03,193.01,12.6,142.07,128.69,12.72
130.04,190.65,3.92,122.28,111.6,2.78
141.19,203.56,6.07,125.08,114.76,5.43
164.73,226.22,6.02,139.46,133.35,6.6
171.95,192.74,2.5,198.07,196.24,0.61
157.72,222.88,9.18,153.95,141.33,9.55
193.33,278.05,12.26,203.01,199.62,11.39
52.73,74.86,6.58,52.53,46.32,7.26
79.37,103.45,10.88,91.19,81.79,9.45
51.13,61.01,9.53,52.09,44.34,10.48
147.12,211.58,6.51,145.99,142.21,7.09
184.7,256.9,3.69,216.07,213.11,5.58
86.52,129.12,10.51,94.13,91.4,12.16
189.06,219.73,12.25,159.68,146.6,11.39
59.04,70.27,10.23,51.43,49.99,8.34
190.17,225.29,2.21,212.01,197.33,2.84
102.74,145.59,4.59,116.55,112.77,5.01
65.21,76.61,2.83,66.39,63.85,0.94
122.88,138.45,8.84,125.56,116.48,7.34
88.52,132.72,11.08,93.19,91.07,11.42
92.73,102.92,3.33,90.47,81.04,4.97
96.09,137.81,12.06,103.02,90.11,13.69
170.45,212.41,8.67,143.76,142.09,7.27
130.87,188.02,10.28,155.02,142.82,9.82
96.7,127.82,13.66,106.37,99.85,11.83
141.55,206.76,3.0,148.98,145.74,2.88
157.42,231.49,12.81,145.86,142.39,13.83
90.89,100.31,3.51,78.57,64.7,4.67
112.03,126.62,6.72,107.97,105.42,6.71
68.28,81.95,12.22,72.7,59.56,10.6
77.17,105.55,12.88,81.3,72.68,12.4
152.17,221.45,8.08,145.02,143.48,9.8
77.22,99.14,9.13,80.71,73.21,8.05
128.77,172.92,10.5,144.94,132.49,9.78
156.36,183.78,11.99,126.73,115.56,12.98
66.03,93.9,3.46,64.73,56.88,4.39
135.1,200.88,11.72,149.07,136.03,13.37
88.48,106.84,7.78,90.12,87.43,7.33
194.44,252.37,7.41,206.22,192.48,7.47
122.53,139.01,7.09,123.35,110.5,6.96
170.9,226.21,8.11,204.52,193.61,9.82
132.53,172.44,13.34,108.92,96.47,14.42
56.51,65.43,8.58,56.31,47.7,9.9
144.97,185.1,13.44,121.28,110.83,11.97
192.71,237.74,4.16,166.49,157.64,5.33
140.24,183.54,10.69,133.68,127.7,10.42
172.88,230.66,11.75,149.06,140.09,9.84
182.63,201.51,10.15,216.5,211.9,8.39
84.21,118.27,9.28,99.26,92.1,9.99
81.81,113.32,8.78,76.44,71.51,8.27
141.65,176.57,12.33,149.57,146.84,13.8
111.65,125.18,11.86,113.16,107.66,12.8
175.98,246.72,3.47,198.19,185.27,1.55
185.0,274.19,12.18,194.43,188.1,12.93
103.01,123.21,6.97,82.42,70.95,5.74
85.53,105.15,5.04,94.53,91.08,4.73
167.08,196.07,12.44,183.58,176.63,12.94
91.22,121.39,7.18,91.58,88.97,8.68
173.39,201.47,11.7,201.34,198.4,11.52
113.56,141.1,5.16,132.11,122.47,6.39
150.13,207.0,2.05,151.57,142.06,3.18
64.33,85.18,7.95,67.11,63.12,7.6
143.58,180.13,3.2,172.09,164.45,3.21
117.77,149.34,11.05,108.29,95.2,11.85
137.99,182.82,5.31,128.31,124.87,3.44
75.2,82.9,7.32,65.66,64.39,8.89
160.53,181.63,3.04,185.95,175.82,4.12
179.42,260.61,5.44,196.97,195.22,4.44
82.51,93.33,11.38,69.5,54.78,13.3
64.36,88.99,3.82,76.76,67.22,2.54
53.55,78.61,9.77,58.49,50.91,11.42
146.3,176.77,13.01,166.81,159.79,12.31
141.06,176.08,10.16,115.57,106.55,11.21
132.0,175.25,11.73,132.27,130.0,11.56
84.79,123.18,3.31,91.53,77.51,4.25
108.64,160.43,5.01,110.5,100.74,3.63
139.17,194.26,12.73,148.45,144.87,11.81
124.52,141.28,10.58,140.35,131.47,8.98
198.17,271.03,9.67,188.21,185.34,11.14
70.47,89.08,9.97,80.29,79.05,9.15
154.27,198.75,6.97,133.47,123.64,7.75
110.65,123.89,2.53,100.51,90.43,3.82
114.23,134.38,11.41,93.36,84.19,13.02
157.64,223.25,10.14,149.09,145.52,8.57
153.87,197.19,7.67,146.47,137.03,9.25
198.69,242.53,12.8,222.95,221.16,11.59
69.26,86.82,6.03,73.5,63.97,6.98
65.62,94.6,5.53,63.96,55.2,6.45
158.65,222.05,12.47,168.3,158.13,10.51
136.76,165.33,11.56,112.29,98.76,10.45
91.12,104.52,8.18,79.47,66.57,8.15
61.91,74.34,3.57,65.06,50.33,3.25
62.85,92.28,4.58,66.4,51.74,6.26
184.13,245.38,9.87,204.32,192.51,9.31
78.78,103.47,6.62,75.72,61.33,8.37
98.51,131.86,12.04,107.27,94.13,11.88
84.0,104.7,13.4,90.18,78.99,15.26
103.25,146.91,11.67,122.39,120.33,12.62
60.41,79.1,6.53,53.53,51.84,7.85
127.86,146.62,11.46,130.5,117.78,9.88
60.14,69.26,6.22,62.59,54.73,6.56
170.05,223.58,4.01,203.97,191.57,2.58
85.06,125.43,2.4,74.89,69.51,1.59
131.0,160.26,6.63,132.22,125.65,7.12
182.01,263.52,12.84,170.81,160.01,13.75
147.63,207.52,4.87,149.16,135.35,3.02
129.94,155.82,4.48,116.02,113.79,4.6
98.65,109.95,13.64,80.8,67.74,13.9
99.95,114.02,2.3,102.85,90.75,0.62
150.42,209.3,11.43,140.55,135.13,11.43
199.12,234.94,5.86,173.79,167.82,6.71
149.28,186.37,2.45,138.76,137.11,0.66
133.67,173.86,13.01,109.57,108.35,14.05
159.6,221.87,3.68,188.35,180.68,3.98
119.78,137.18,8.62,123.67,121.33,9.95
59.02,74.52,5.29,66.45,62.74,4.16
134.34,173.85,2.78,130.21,117.36,4.12
193.64,254.9,2.6,224.88,215.89,0.98
76.3,108.9,3.39,75.79,65.92,3.0
153.5,179.39,2.86,158.04,154.42,1.65
80.14,114.05,11.13,79.88,67.28,12.63
130.37,179.54,7.83,142.54,129.39,8.65
64.5,85.29,6.11,66.22,57.89,4.22
117.56,162.2,7.02,106.82,93.04,5.06
163.42,206.7,13.15,140.25,127.43,12.31
102.14,118.0,12.93,106.47,95.23,11.5
149.74,204.59,10.59,149.09,137.81,11.11
169.32,221.78,12.62,141.95,139.48,13.27
189.08,256.34,5.84,181.18,176.39,7.6
85.2,105.23,6.57,85.7,83.76,8.38
109.9,160.75,9.36,124.27,123.15,10.0
72.86,97.27,9.48,60.51,57.29,7.51
198.87,225.55,7.78,186.82,173.49,7.22
189.05,241.97,6.81,213.45,209.09,6.86
130.99,183.72,13.83,138.77,124.19,13.83
176.3,249.94,11.85,161.49,152.13,12.27
128.14,166.31,7.22,145.84,141.52,9.06
143.54,209.26,10.73,143.15,135.19,12.27
63.37,76.49,5.23,63.33,59.26,3.67
163.29,206.44,3.2,194.42,179.64,2.27
69.16,100.93,6.23,81.53,68.66,7.56
173.91,253.65,6.84,164.07,162.7,8.13
167.3,229.92,2.2,143.25,128.98,1.3
156.31,225.65,11.78,145.41,134.32,12.7
55.42,62.93,6.31,45.02,42.86,7.0
95.47,138.05,8.97,77.17,66.78,8.86
89.47,109.89,2.89,85.73,75.67,1.69
104.02,121.84,4.1,122.37,118.31,5.65
63.15,75.51,12.68,72.53,60.91,13.39
190.54,241.45,9.3,191.42,189.2,7.98
133.07,159.75,13.4,136.54,128.69,14.22
95.83,117.7,13.99,76.89,75.75,14.95
109.55,126.42,6.46,97.08,82.52,8.01
117.08,142.66,5.59,94.82,83.3,4.48
140.09,186.17,12.3,154.35,151.13,14.26
127.35,162.6,13.98,109.3,103.52,12.6
187.91,232.76,9.56,215.65,212.4,9.96
124.54,174.19,11.54,131.68,119.95,12.17
198.82,289.77,11.38,177.3,175.48,11.06
177.71,249.28,6.26,153.38,140.62,6.16
81.28,100.2,8.89,85.43,71.23,10.45
189.59,265.0,12.0,219.99,209.51,12.58
67.45,78.3,10.26,73.35,69.37,10.25
172.62,198.88,2.25,162.16,156.12,0.77
107.09,132.61,6.04,110.84,103.16,4.07
181.7,258.57,3.73,167.94,158.48,2.23
180.21,215.99,4.8,216.19,205.83,6.62
170.89,192.3,12.87,187.9,179.14,13.92
168.5,194.23,2.44,176.21,170.3,4.31
95.7,138.15,4.64,92.76,79.29,2.78
62.14,84.1,5.71,65.07,62.94,6.44
110.45,132.68,9.4,103.45,95.92,7.58
76.03,100.52,8.41,61.7,49.84,9.54
154.24,202.22,4.62,147.77,145.92,4.14
101.91,138.83,3.97,119.46,108.59,2.35
196.34,234.29,4.84,206.26,193.78,5.11
146.15,211.29,8.03,121.82,111.57,7.15
173.37,212.16,5.25,200.07,198.89,5.89
69.88,96.27,13.37,63.42,59.9,14.0
179.3,198.39,7.57,160.93,155.14,8.39
188.41,235.34,2.71,173.12,168.85,4.68
123.06,152.68,10.75,126.86,112.38,10.3
140.94,185.67,5.95,143.46,133.33,5.81
164.72,185.99,9.84,164.16,159.0,11.06
76.23,107.94,5.36,82.86,68.84,5.67
125.38,148.85,8.85,116.18,104.82,7.0
109.8,150.51,11.27,122.19,117.2,12.64
71.96,102.27,13.14,62.61,56.31,11.34
105.13,139.27,5.13,117.01,113.22,3.82
60.23,84.1,6.02,64.17,49.58,4.43
53.87,73.52,7.57,57.82,49.58,5.88
70.27,87.3,13.13,69.76,56.21,11.23
194.47,276.83,12.82,207.46,201.61,11.04
132.43,161.28,3.08,110.17,97.12,2.85
194.87,258.89,3.58,222.28,220.52,2.59
114.87,160.61,7.95,94.45,79.7,6.45
96.77,121.12,3.28,83.18,69.41,3.91
125.92,153.76,6.15,129.79,123.7,5.05
115.93,148.82,3.78,127.03,115.18,1.86
65.85,93.98,9.63,54.69,43.16,9.31
146.12,215.09,13.39,170.72,157.1,12.64
82.41,108.61,13.96,98.02,92.72,13.24
142.94,195.05,6.5,149.0,141.48,6.28
147.53,215.59,9.19,146.42,133.31,9.86
72.8,82.95,12.28,79.83,67.93,12.74
59.2,70.62,3.41,55.14,48.63,5.16
167.11,231.21,10.27,166.66,153.82,10.35
118.97,170.07,6.91,138.77,137.12,6.8
58.72,84.73,4.47,69.43,57.48,3.33
199.23,252.23,6.83,233.26,229.37,7.85
58.67,66.63,2.91,53.09,48.09,1.47
154.26,196.69,10.34,137.75,129.84,10.31
197.55,235.54,5.03,181.56,174.27,4.72
85.88,104.47,5.74,83.86,75.57,6.37
71.34,100.51,3.45,66.03,57.41,5.12
68.21,77.09,12.38,64.78,59.13,14.16
95.49,136.65,7.92,100.1,96.65,6.59
65.16,82.82,8.87,72.0,60.24,7.91
153.82,205.88,8.83,168.32,161.72,10.08
59.34,67.41,6.93,66.81,58.73,7.0
126.41,156.11,4.31,102.76,92.73,4.12
199.5,226.61,10.94,163.41,149.68,11.78
172.1,255.5,3.52,192.02,181.11,3.93
142.28,202.46,3.25,144.17,142.53,5.13
95.94,123.17,10.52,98.94,86.2,10.86
143.58,170.79,4.51,117.89,103.04,4.37
129.06,190.15,5.68,116.42,108.81,5.85
113.91,141.01,7.7,120.22,105.64,8.94
69.61,81.05,7.39,79.61,70.94,7.84
182.99,242.51,10.5,213.51,206.08,11.09
117.47,173.56,9.48,117.49,111.85,11.37
79.19,87.23,9.73,80.63,70.43,10.21
105.16,125.7,10.57,119.17,114.96,10.09
112.12,165.42,5.51,113.81,111.34,6.28
174.13,203.46,5.87,175.3,173.92,6.51
160.04,183.3,7.26,185.97,180.88,5.31
165.4,219.66,5.69,184.58,178.04,5.56
51.65,74.63,13.82,60.11,51.38,14.79
112.42,145.12,11.77,99.75,94.65,11.76
122.2,183.04,3.98,123.39,108.62,5.09
52.88,72.53,2.07,60.12,55.04,1.87
88.97,100.51,2.51,75.13,67.96,4.45
164.04,245.59,4.93,183.38,180.93,4.1
70.57,89.14,3.37,61.62,56.97,1.74
130.3,158.31,8.4,146.36,144.68,8.12
82.28,108.87,12.3,85.97,77.13,12.46
51.82,63.31,10.84,45.46,33.94,10.24
86.18,97.78,4.59,85.26,81.52,3.56
196.38,216.13,6.79,210.67,204.52,7.48
170.23,217.87,8.09,179.34,178.11,7.6
193.94,278.25,11.72,188.29,175.54,12.25
123.18,163.69,12.07,142.86,130.94,13.19
66.46,99.67,12.92,66.97,65.09,13.96
132.19,160.58,8.11,132.5,126.4,7.61
118.16,143.23,10.33,97.47,83.09,10.6
176.65,205.61,3.34,206.48,199.99,3.14
64.71,75.43,8.78,56.35,47.99,10.27
123.24,149.62,4.98,124.63,118.66,6.5
72.51,102.75,7.18,81.31,71.97,6.56
98.7,144.33,9.61,87.47,72.77,7.98
160.6,239.3,5.08,162.36,147.4,3.75
121.4,144.82,2.63,108.81,96.96,2.09
106.38,154.52,2.12,117.43,110.77,2.38
109.17,134.42,2.27,111.98,104.06,2.89
118.92,136.18,2.1,135.85,129.86,1.43
167.75,242.91,3.32,194.23,179.43,3.99
183.81,248.96,4.87,194.75,183.84,6.62
193.3,225.37,4.65,210.73,203.44,5.26
168.04,213.73,13.84,171.34,170.17,12.48
97.31,118.22,5.67,92.81,84.53,5.99
153.22,213.7,3.53,162.3,147.52,3.7
115.64,148.18,8.55,134.53,126.2,10.03
88.2,131.92,12.3,85.26,81.71,11.7
176.13,197.6,10.14,163.06,161.75,9.83
55.76,69.26,5.55,53.28,47.31,5.95
185.26,239.5,8.74,180.48,166.62,8.84
119.22,155.14,10.58,98.89,83.93,11.45
145.58,178.54,10.74,145.49,131.25,8.9
148.9,207.23,10.0,148.56,137.35,10.25
184.27,267.17,12.45,190.79,181.97,10.94
145.5,214.68,12.44,137.52,128.25,11.7
142.09,202.06,8.95,148.52,139.97,9.59
60.0,86.41,7.16,69.07,58.18,5.79
127.76,168.67,9.7,151.04,144.17,8.93
72.53,103.74,11.82,74.95,64.58,12.63
160.62,196.18,2.07,131.23,128.53,2.67
126.83,159.73,13.9,150.64,145.92,12.27
152.03,186.51,4.19,164.55,151.85,4.5
56.25,72.39,7.64,52.56,38.91,6.23
62.72,76.16,12.46,53.87,45.32,11.47
157.45,233.76,4.7,134.99,133.55,4.54
60.81,74.5,7.72,52.73,38.75,6.16
60.69,69.14,3.59,49.66,38.83,5.57
51.82,67.92,6.74,60.15,53.36,5.4
193.48,217.24,4.13,196.63,187.25,5.25
160.63,183.79,6.36,173.47,166.46,7.68
102.99,122.32,6.48,116.5,108.99,8.46
94.48,121.48,13.92,105.5,92.08,13.63
102.46,130.46,13.94,118.14,114.88,15.43
166.2,235.98,3.38,197.26,194.81,5.21
149.21,208.26,10.71,145.57,144.53,9.4
